"date","user_uid","Total Distance","Total Duration","Total Player Load","Max Vel","Velocity Band 1 Total Distance","Velocity Band 2 Total Distance","Velocity Band 3 Total Distance","Velocity Band 4 Total Distance","Velocity Band 5 Total Distance","Velocity Band 6 Total Distance","Velocity Band 7 Total Distance","Velocity Band 8 Total Distance","Acceleration Band 1 Total Effort Count","Acceleration Band 2 Total Effort Count","Acceleration Band 3 Total Effort Count","Acceleration Band 4 Total Effort Count","Acceleration Band 5 Total Effort Count","Acceleration Band 6 Total Effort Count","Acceleration Band 7 Total Effort Count","Ima Band 3 Accel Count","Ima Band 3 Decel Count","Player Load Per Minute","Start Time H","Total Live Play","IMA Accel Low Count","IMA COD Right Low Count","IMA Decel Low Count","IMA COD Left Low Count","IMA Dive Intensity Left Low Count","IMA Dive Intensity Right Low Count","IMA Accel Med Count","IMA COD Right Med Count","IMA Decel Med Count","IMA COD Left Med Count","IMA Dive Intensity Left Med Count","IMA Dive Intensity Right Med Count","IMA COD Right High Count","IMA COD Left High Count","IMA Dive Intensity Left High Count","IMA Dive Intensity Right High Count","Position","Starter","HSD","IMA","Week","Game"
2022-08-23,"umi8c47fk1yeu1cq",914.4,652.36,NA,11.26,98.92,79.58,102.65,634.7,0,0,0,0,0,0,0,92,97,6,3,0,0,8.13,"08:49:36",0,14,7,4,11,0,0,1,0,0,2,0,0,0,0,0,0,"W","Non-Starter",0,0,3,"Training"
2022-08-24,"umi8c47fk1yeu1cq",3836.88,3900.89,372.95,19.58,749.18,781.17,1195.52,843.5,125.03,42.29,98.34,0,0,0,11,892,920,21,2,2,6,5.74,"09:00:56",0,16,72,39,65,0,0,3,15,17,8,0,0,5,4,0,0,"W","Non-Starter",265.66,17,3,"Training"
2022-08-25,"umi8c47fk1yeu1cq",4090.03,5325,455.15,16.49,1324.02,1006.28,987.3,619.02,82.76,48.05,18.42,0,0,2,5,1232,1297,14,3,4,12,5.13,"14:49:30",0,21,85,36,99,0,0,3,16,21,12,0,0,2,3,0,0,"W","Non-Starter",149.23,21,3,"Game"
2022-08-26,"umi8c47fk1yeu1cq",4193.62,3079.16,473.94,14.93,654.89,589.54,1536.94,1148.99,227.73,31.6,0,0,0,1,10,735,774,22,0,5,7,9.24,"09:01:52",0,44,108,82,101,0,0,16,15,33,26,0,0,5,3,0,0,"W","Non-Starter",259.33,20,3,"Training"
2022-08-27,"umi8c47fk1yeu1cq",4132.46,3746.32,461.44,18.04,796.53,704.91,1493.18,843.02,157.62,79.65,55.09,0,0,1,8,847,892,21,1,8,2,7.39,"10:34:12",0,24,90,36,102,0,0,7,14,10,15,0,0,4,4,0,0,"W","Non-Starter",292.36,18,3,"Training"
2022-08-28,"umi8c47fk1yeu1cq",2830.08,3479.61,279.21,16.2,516.68,512.63,802.57,827.4,102.99,55.3,10.6,0,0,0,8,657,674,19,1,1,6,4.81,"09:58:11",0,9,51,20,50,0,0,4,6,13,10,0,0,2,0,0,0,"W","Non-Starter",168.89,9,3,"Training"
2022-08-29,"umi8c47fk1yeu1cq",2545.73,3557,316.29,15.2,868.48,499.45,685.8,441.45,23.66,25.25,0,0,0,0,5,798,881,9,2,4,7,5.34,"18:19:46",0,24,74,40,76,0,0,8,10,12,18,0,0,2,5,0,0,"W","Non-Starter",48.91,18,4,"Game"
2022-08-31,"umi8c47fk1yeu1cq",0,1462,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,"09:55:51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","Non-Starter",0,0,4,"Training"
2022-09-01,"umi8c47fk1yeu1cq",4940.12,4116,461.12,19.67,800.09,992.75,1469.03,1314.16,176.6,87.88,99.32,0,0,1,12,918,952,23,7,2,3,6.72,"09:00:26",0,18,84,37,87,0,0,2,14,9,13,0,0,1,2,0,0,"W","Non-Starter",363.8,8,4,"Training"
2022-09-02,"umi8c47fk1yeu1cq",3163.28,5743,370.74,14.35,1008.93,682.25,861.76,537.8,64.65,7.34,0,0,0,3,2,1107,1165,7,10,6,8,3.87,"18:34:20",0,22,78,48,67,0,0,5,14,24,12,0,0,3,3,0,0,"W","Non-Starter",71.99,20,4,"Game"
2022-09-04,"umi8c47fk1yeu1cq",3014.59,2586,306.83,17.63,483.54,520.67,1026.67,704.74,139.02,86.33,53.47,0,0,3,12,557,594,21,4,1,2,7.12,"10:27:51",0,15,77,28,73,0,0,4,5,8,7,0,0,0,2,0,0,"W","Non-Starter",278.82,5,4,"Training"
2022-09-05,"umi8c47fk1yeu1cq",4778.92,4413.36,489.95,17.58,995.08,809.49,1368.35,1347.84,135.34,58.3,64.5,0,0,2,13,1085,1101,21,6,3,10,6.66,"18:26:03",0,15,112,45,94,0,0,6,9,30,13,0,0,4,3,0,0,"W","Non-Starter",258.14,20,5,"Game"
2022-09-07,"umi8c47fk1yeu1cq",3703.49,3341.63,363.67,16.85,571.19,545.31,1179.25,1178.58,118.59,77.93,25.52,0,0,1,5,699,695,23,3,4,5,6.53,"09:27:24",0,18,94,34,70,0,0,4,13,5,12,0,0,4,3,0,0,"W","Non-Starter",222.04,16,5,"Training"
2022-09-12,"umi8c47fk1yeu1cq",4845.74,2970.83,517.98,15.89,549.12,571.02,1757.64,1703.28,155.58,98.6,6.91,0,0,4,16,642,665,29,5,4,4,10.46,"09:19:08",0,21,107,58,130,0,0,9,23,12,26,0,0,2,5,0,0,"W","Non-Starter",261.09,15,6,"Training"
2022-09-13,"umi8c47fk1yeu1cq",4879.47,4228.83,541.93,16.82,817.51,614.48,1397.58,1636.23,295.95,84.09,32.07,0,1,1,19,895,934,39,3,5,15,7.69,"08:52:55",0,49,126,90,135,0,0,15,17,37,27,0,0,5,7,0,0,"W","Non-Starter",412.11,32,6,"Training"
2022-09-14,"umi8c47fk1yeu1cq",4927.44,3615,473.42,17.72,624.99,871.67,1543.55,1440.78,195.49,131.73,119.23,0,1,6,7,790,816,22,6,1,9,7.86,"09:46:01",0,21,97,32,86,0,0,1,11,15,6,0,0,1,2,0,0,"W","Non-Starter",446.45,13,6,"Training"
2022-09-15,"umi8c47fk1yeu1cq",4244.88,3112.4,404.79,18.77,511.24,681.21,1433.25,1371.42,132.87,71.48,41.33,0,0,1,12,674,694,31,0,2,0,7.8,"09:06:41",0,21,76,39,74,0,0,5,10,14,11,0,0,3,1,0,0,"W","Non-Starter",245.68,6,6,"Training"
2022-09-16,"umi8c47fk1yeu1cq",2798.86,3419.06,316.25,17.93,747.93,428.13,814.4,523.53,78.07,108.13,98.22,0,0,1,7,770,780,5,5,5,4,5.55,"18:29:27",0,12,54,46,67,0,0,5,9,19,13,0,0,1,8,0,0,"W","Non-Starter",284.42,18,6,"Game"
2022-09-17,"umi8c47fk1yeu1cq",2679.48,1869.69,312.99,16.68,398.79,336.13,903.39,889.06,115.81,27.01,8.37,0,0,0,8,391,447,21,1,1,3,10.04,"10:12:43",0,13,85,51,87,0,0,4,7,13,8,0,0,5,4,0,0,"W","Non-Starter",151.19,13,6,"Training"
2022-09-19,"umi8c47fk1yeu1cq",3888.08,5616,449.37,16.86,1069.58,733.9,1294.73,549.63,85.59,94,60.14,0,0,0,7,1108,1166,11,6,10,1,4.8,"15:14:00",0,28,89,47,106,0,0,19,15,19,12,0,0,4,1,0,0,"W","Non-Starter",239.73,16,7,"Game"
2022-09-26,"umi8c47fk1yeu1cq",4598.74,2585,486.94,15.46,390.95,511.92,1741.96,1820.96,93.06,39.94,0,0,0,0,17,538,605,31,1,2,10,11.3,"09:01:59",0,22,146,61,128,0,0,5,19,31,21,0,0,6,1,0,0,"W","Non-Starter",133,19,8,"Training"
2022-09-27,"umi8c47fk1yeu1cq",5001.3,4444,547.95,17.02,857.84,832,1613.68,1524.58,121.83,30.78,19.53,0,0,1,17,963,997,18,7,7,7,7.4,"08:33:51",0,56,153,96,159,0,0,18,21,35,30,0,0,6,9,0,0,"W","Non-Starter",172.14,29,8,"Training"
2022-09-28,"umi8c47fk1yeu1cq",5348.09,4921.71,496.81,17.24,891.36,992.23,1550.53,1432.47,233.29,154.21,91.13,0,1,5,13,1040,1054,21,8,4,2,6.06,"08:56:12",0,30,122,48,115,0,0,9,11,11,16,0,0,10,1,0,0,"W","Non-Starter",478.63,17,8,"Training"
2022-09-29,"umi8c47fk1yeu1cq",4119.56,3527.6,400.36,16.81,579.43,581.99,1261.39,1414.08,162.38,76.15,41.42,0,0,3,11,735,760,19,4,1,4,6.81,"08:52:26",0,14,83,35,86,0,0,5,11,12,15,0,0,2,2,0,0,"W","Non-Starter",279.95,9,8,"Training"
2022-09-30,"umi8c47fk1yeu1cq",5733.87,9326.51,634.75,18.46,1524.79,1073.78,1779.41,1083.03,113.57,98.71,59.72,0,1,3,10,1731,1782,17,13,11,3,4.08,"13:30:31",0,35,102,73,117,0,0,21,13,25,21,0,0,5,6,0,0,"W","Non-Starter",272,25,8,"Game"
2022-10-02,"umi8c47fk1yeu1cq",2528.5,2810,334.95,12.15,706.94,584.8,804.63,431.87,0,0,0,0,0,0,2,633,685,5,0,12,1,7.15,"12:57:28",0,27,101,36,114,0,0,9,15,4,17,0,0,5,3,0,0,"W","Non-Starter",0,21,8,"Training"
2022-10-03,"umi8c47fk1yeu1cq",3724.3,2174.94,407.74,19.9,366.99,388.88,1170.04,1495.9,125.53,54.8,120.83,0,0,2,13,461,512,26,3,4,3,11.25,"09:36:15",0,16,109,38,88,0,0,3,14,9,11,0,0,2,3,0,0,"W","Non-Starter",301.16,12,9,"Training"
2022-10-04,"umi8c47fk1yeu1cq",5302.93,4916.05,573.93,18.27,1132.75,861.4,1691.64,1310.77,209.67,62.92,29.12,0,0,3,11,1132,1190,32,8,8,7,7,"09:06:51",0,32,161,86,186,0,0,11,18,36,36,0,0,4,6,0,0,"W","Non-Starter",301.71,25,9,"Training"
2022-10-05,"umi8c47fk1yeu1cq",5704.62,4775.09,572.38,20.14,1024.79,913.15,1857.04,1462.32,195.27,98.29,154.56,0,0,1,20,1019,1087,25,8,4,4,7.19,"09:00:50",0,33,147,64,167,0,0,7,18,37,26,0,0,2,8,0,0,"W","Non-Starter",448.12,18,9,"Training"
2022-10-06,"umi8c47fk1yeu1cq",2848.08,4022.28,267.12,15.35,735.51,545.5,937.3,576.82,38.48,12.37,0,0,0,0,7,799,840,16,1,1,7,3.98,"08:56:03",0,13,56,23,64,0,0,4,5,18,10,0,0,0,2,0,0,"W","Non-Starter",50.85,10,9,"Training"
2022-10-07,"umi8c47fk1yeu1cq",3235.25,3933.96,353.99,15.82,839.83,611.54,1165.43,506.77,67.79,40.03,3.22,0,0,1,13,802,877,13,4,6,3,5.4,"15:02:01",0,10,61,24,88,0,0,5,5,7,12,0,0,0,2,0,0,"W","Non-Starter",111.04,11,9,"Game"
2022-10-08,"umi8c47fk1yeu1cq",3694.52,4291,432.5,15.4,1189.35,794.42,943.36,661.11,93.11,11.62,0,0,0,1,5,1093,1173,11,2,10,15,6.05,"10:28:02",0,23,152,64,163,0,0,15,20,23,19,0,0,5,5,0,0,"W","Non-Starter",104.73,35,9,"Training"
2022-10-09,"umi8c47fk1yeu1cq",3130.22,3250.34,302.84,16.01,657.9,498.98,990.26,778.84,153.07,40.36,7.65,0,0,0,16,683,677,7,4,1,2,5.59,"09:58:43",0,19,69,24,77,0,0,4,11,13,7,0,0,0,0,0,0,"W","Non-Starter",201.08,3,9,"Training"
2022-10-10,"umi8c47fk1yeu1cq",5588.62,5206.09,578.24,16.38,1035.75,838.35,1892.52,1361.2,210.72,199.84,49.85,0,1,7,17,1181,1272,21,14,1,3,6.66,"15:19:30",0,22,85,39,98,0,0,5,3,8,13,0,0,1,2,0,0,"W","Non-Starter",460.41,7,10,"Game"
2022-10-11,"umi8c47fk1yeu1cq",3017.84,3322,324.18,11.4,691.24,580.04,1107.84,637.61,0,0,0,0,0,0,2,620,638,16,1,4,7,5.86,"08:55:27",0,12,56,25,53,0,0,5,6,13,12,0,0,1,4,0,0,"W","Non-Starter",0,16,10,"Training"
2022-10-12,"umi8c47fk1yeu1cq",4611.59,3910.74,453.58,17.6,714.74,765.23,1408.29,1387.66,159.6,101.28,72.66,0,2,4,11,834,882,35,3,1,5,6.96,"09:14:40",0,20,122,58,99,0,0,8,15,13,19,0,0,2,5,0,0,"W","Non-Starter",333.54,13,10,"Training"
2022-10-13,"umi8c47fk1yeu1cq",5322.81,3792.13,490.9,18.66,701.94,1010.42,1571.38,1513.45,261.67,91.08,172.43,0,0,3,22,858,851,35,4,2,2,7.77,"09:40:37",0,22,80,30,76,0,0,6,7,5,13,0,0,0,3,0,0,"W","Non-Starter",525.18,7,10,"Training"
2022-10-14,"umi8c47fk1yeu1cq",4057.92,2437.07,453.96,18.89,448.7,514.75,1288.06,1418.44,181.66,114.94,92.03,0,0,3,13,534,535,16,7,14,4,11.18,"17:28:30",0,18,101,33,73,0,0,4,5,16,21,0,0,1,5,0,0,"W","Non-Starter",388.63,24,10,"Game"
2022-10-16,"umi8c47fk1yeu1cq",2578.53,3862.6,250.27,15.28,469.83,375.17,894.33,747.59,68.36,19.7,0,0,0,0,3,624,612,9,0,0,3,3.89,"10:06:47",0,6,59,19,57,0,0,2,5,9,10,0,0,2,1,0,0,"W","Non-Starter",88.06,6,10,"Training"
2022-10-17,"umi8c47fk1yeu1cq",4036.46,4615.97,451.81,16.17,964.93,609.49,1509.44,795.51,116.61,32.14,7.49,0,0,2,7,1019,1077,11,8,5,3,5.87,"18:25:34",0,17,93,57,93,0,0,4,9,15,19,0,0,3,7,0,0,"W","Non-Starter",156.24,18,11,"Game"
2022-10-18,"umi8c47fk1yeu1cq",3485.94,3045.29,444.98,13.44,794.23,518.55,1246.4,871.3,50.63,0,0,0,0,0,7,695,745,16,3,8,11,8.77,"10:50:32",0,39,160,83,167,0,0,15,27,44,29,0,0,13,7,0,0,"W","Non-Starter",50.63,39,11,"Training"
2022-10-19,"umi8c47fk1yeu1cq",6059.31,12974,642.43,15.8,1335.6,982.75,1897.33,1672.98,118.13,50.55,1.96,0,0,1,13,1234,1295,33,2,7,7,2.97,"07:30:53",0,31,113,54,142,0,0,7,22,13,20,0,0,6,3,0,0,"W","Non-Starter",170.64,23,11,"Training"
2022-10-20,"umi8c47fk1yeu1cq",4169.33,4623,680.91,15.91,1116.2,643.53,1435.84,893.36,55.61,14.76,10.04,0,1,3,5,1136,1220,24,2,17,1,8.84,"09:27:45",0,87,67,31,47,0,0,31,10,5,13,0,0,4,7,0,0,"W","Non-Starter",80.41,29,11,"Training"
2022-10-21,"umi8c47fk1yeu1cq",3760.24,4955.01,461.75,17.22,1126.36,706.19,1004.98,677.14,150.1,72.4,21.74,0,0,4,4,1105,1187,13,6,8,3,5.59,"19:21:29",0,26,97,48,103,0,0,6,15,22,11,0,0,4,2,0,0,"W","Non-Starter",244.24,17,11,"Game"
2022-10-24,"umi8c47fk1yeu1cq",3676.91,3142.55,405.58,15.44,617.44,467.1,1236.57,1194.42,108.28,51.61,0,0,0,2,14,676,671,25,5,3,8,7.74,"09:01:35",0,20,120,62,118,0,0,8,17,19,21,0,0,5,4,0,0,"W","Non-Starter",159.89,20,12,"Training"
2022-10-26,"umi8c47fk1yeu1cq",3855.24,3476.75,381.18,16.56,668.61,623.4,1137.77,1174.75,179.99,58.13,11.63,0,0,0,13,740,763,19,4,3,0,6.58,"09:00:25",0,19,103,27,74,0,0,6,7,5,8,0,0,2,0,0,0,"W","Non-Starter",249.75,5,12,"Training"
2022-10-28,"umi8c47fk1yeu1cq",4287.97,4750.19,466.32,16.09,1094.69,713.99,1504.8,683.86,138.48,119.07,30.86,0,0,0,12,1114,1197,12,11,10,10,5.89,"14:07:57",0,23,98,48,109,0,0,9,10,12,15,0,0,4,5,0,0,"W","Non-Starter",288.41,29,12,"Game"
2022-10-29,"umi8c47fk1yeu1cq",3468.85,5668,387.07,10.7,1069.64,931.56,1090.35,376.83,0,0,0,0,0,0,1,962,1033,10,0,7,2,4.1,"10:58:05",0,17,104,37,97,0,0,6,14,14,19,0,0,6,3,0,0,"W","Non-Starter",0,18,12,"Training"
2022-10-31,"umi8c47fk1yeu1cq",4175.99,3456.84,390.07,18.28,659.17,687.11,1275.66,1167.48,199.16,87.31,99.71,0,0,0,11,753,754,22,6,5,4,6.77,"09:06:02",0,19,68,41,62,0,0,6,2,8,9,0,0,0,2,0,0,"W","Non-Starter",386.18,11,13,"Training"
2022-11-01,"umi8c47fk1yeu1cq",4409.48,3467.89,442.93,19.62,577.65,685.19,1479.06,1326.12,186.2,73.21,81.5,0,2,2,18,688,736,32,7,3,3,7.66,"09:33:41",0,15,111,47,99,0,0,1,9,13,13,0,0,0,6,0,0,"W","Non-Starter",340.91,12,13,"Training"
2022-11-02,"umi8c47fk1yeu1cq",4814.89,4919.2,562.59,19.13,1196.64,753.68,1452.77,1093.42,159.71,78.68,79.42,0,0,0,6,1168,1261,16,3,12,1,6.86,"15:09:29",0,31,101,39,121,0,0,15,16,16,10,0,0,0,3,0,0,"W","Non-Starter",317.81,16,13,"Training"
2022-11-03,"umi8c47fk1yeu1cq",2669.09,1853,300.07,17.14,397.51,430.01,960.98,642.7,69.98,87.86,80.07,0,0,3,12,409,417,18,2,3,2,9.72,"09:33:52",0,12,67,33,82,0,0,4,6,14,12,0,0,1,0,0,0,"W","Non-Starter",237.91,6,13,"Training"
2022-11-04,"umi8c47fk1yeu1cq",3167.55,3203.3,327.82,18.02,636.86,555.01,877.32,755.96,126.79,134.73,78.55,0,0,1,11,721,691,13,5,3,4,6.14,"10:09:55",0,17,72,34,73,0,0,6,7,16,11,0,0,1,1,0,0,"W","Non-Starter",340.07,9,13,"Training"
2022-11-05,"umi8c47fk1yeu1cq",2599.39,2693.98,259.53,15.25,486.91,444.54,885.41,697.18,55.77,29.52,0,0,0,1,10,552,565,10,8,0,2,5.78,"08:58:24",0,14,56,11,57,0,0,1,3,4,8,0,0,1,2,0,0,"W","Non-Starter",85.29,5,13,"Training"
2022-08-11,"9uv4ji1ut2tiisd0",1853,3063.59,200.1,14.17,721.09,538.93,443.22,99.22,46.56,3.75,0,0,0,0,3,620,646,6,1,1,3,3.92,"08:27:16",0,17,91,24,86,0,0,3,21,5,27,0,0,7,3,0,0,"CB","Starter",50.31,14,1,"Training"
2022-08-15,"9uv4ji1ut2tiisd0",2702.3,2671.58,288.71,16.04,833.98,551.64,676.83,441.63,83.62,95.5,18.87,0,0,1,0,655,680,5,3,2,16,6.48,"09:05:36",0,35,115,42,128,0,0,8,29,25,33,0,0,1,3,0,0,"CB","Starter",197.99,22,2,"Training"
2022-08-16,"9uv4ji1ut2tiisd0",3571.4,4876.93,348.28,15.37,1121.78,773.08,1047.86,454.98,142.57,31.18,0,0,0,2,4,1095,1080,8,7,4,18,4.28,"08:34:18",0,52,134,57,130,0,0,6,14,26,27,0,0,2,3,0,0,"CB","Starter",173.75,27,2,"Training"
2022-08-17,"9uv4ji1ut2tiisd0",5230.36,6250.86,491.95,15.65,1481.1,1017.15,1449.36,996.93,210.58,75.15,0,0,0,2,6,1373,1479,23,7,5,14,4.72,"09:35:20",0,36,231,53,233,0,0,12,44,42,47,0,0,8,11,0,0,"CB","Starter",285.73,38,2,"Training"
2022-08-18,"9uv4ji1ut2tiisd0",4942.45,4776.95,424.9,16.78,1032.19,924.38,1552.34,1239.14,82.02,59.24,52.93,0,0,1,8,1072,1111,16,3,3,1,5.34,"09:38:17",0,14,98,47,129,0,0,11,16,12,22,0,0,1,6,0,0,"CB","Starter",194.19,11,2,"Training"
2022-08-19,"9uv4ji1ut2tiisd0",5281.51,4629.03,511.31,17.21,737.63,751.41,1642.23,1847.73,209.6,79.12,13.64,0,0,2,8,830,875,18,3,1,10,6.63,"18:22:22",0,35,173,65,182,0,0,11,30,14,31,0,0,2,6,0,0,"CB","Starter",302.36,19,2,"Game"
2022-08-22,"9uv4ji1ut2tiisd0",4575.36,4163.08,445.18,15.94,970.95,753.44,1357.44,1177.61,175.12,131.94,6.64,0,0,2,11,924,977,22,6,4,11,6.42,"08:35:33",0,46,208,73,186,0,0,16,32,31,42,0,0,3,13,0,0,"CB","Starter",313.7,31,3,"Training"
2022-08-23,"9uv4ji1ut2tiisd0",5822.35,5281.75,470.78,17.2,996.72,928.38,2039.94,1561.56,118.13,144.2,33.28,0,0,1,8,1085,1136,30,6,1,4,5.35,"08:42:23",0,11,145,44,137,0,0,4,37,5,28,0,0,5,4,0,0,"CB","Starter",295.61,14,3,"Training"
2022-08-24,"9uv4ji1ut2tiisd0",4677.95,3900.89,389.68,16.03,806.72,732.83,1579.9,1469.1,61.64,19.38,6.94,0,0,1,12,865,874,16,1,5,7,5.99,"09:00:56",0,12,107,33,114,0,0,8,18,20,25,0,0,4,2,0,0,"CB","Starter",87.96,18,3,"Training"
2022-08-25,"9uv4ji1ut2tiisd0",5106.54,4889.61,484.89,18.11,1343.1,792.89,1382.67,1387.5,118.88,34.24,46.09,0,0,0,11,1196,1269,26,4,3,14,5.95,"19:20:07",0,36,177,44,197,0,0,9,20,29,24,0,0,2,1,0,0,"CB","Starter",199.21,20,3,"Game"
2022-08-27,"9uv4ji1ut2tiisd0",4056.17,3746.32,382.84,15.59,896.1,774.22,1235.6,991.59,101.43,55.4,0,0,0,2,11,831,883,21,10,5,9,6.13,"10:34:12",0,28,180,50,163,0,0,4,18,17,25,0,0,3,5,0,0,"CB","Starter",156.83,22,3,"Training"
2022-08-28,"9uv4ji1ut2tiisd0",4219.39,4597.41,355.43,15.18,1000.32,967.12,1128.03,1047.54,59.16,16.64,0,0,0,1,7,1044,1087,23,3,0,3,4.64,"09:58:11",0,9,81,16,109,0,0,5,18,11,21,0,0,2,5,0,0,"CB","Starter",75.8,10,3,"Training"
2022-08-29,"9uv4ji1ut2tiisd0",11121.47,9485,1048.75,18.3,1554.86,1595.35,3190.07,4106.99,353.3,186.42,132.77,0,0,2,32,1847,1899,42,8,5,16,6.63,"18:19:46",0,46,276,66,287,0,0,13,44,22,50,0,0,7,15,0,0,"CB","Starter",672.49,43,4,"Game"
2022-08-31,"9uv4ji1ut2tiisd0",1132.8,2737,NA,14.83,157.08,206.35,259.43,348.63,115.77,45.52,0,0,0,0,3,221,226,4,0,2,2,2.95,"09:55:51",0,8,16,2,15,0,0,3,4,1,1,0,0,0,0,0,0,"CB","Starter",161.29,4,4,"Training"
2022-09-01,"9uv4ji1ut2tiisd0",4291.21,3911.67,391.93,16.72,699.58,741.37,1288.24,1416.59,77.63,38.48,26.73,0,0,2,11,798,816,19,5,3,0,6.01,"08:54:41",0,17,120,30,110,0,0,5,19,12,21,0,0,3,2,0,0,"CB","Starter",142.84,8,4,"Training"
2022-09-02,"9uv4ji1ut2tiisd0",6619.79,5809,614.41,17.42,1468.11,983.65,1625.98,2282.48,179.9,59.69,20.13,0,0,0,6,1350,1423,24,6,7,26,6.35,"18:34:20",0,49,159,51,227,0,0,11,31,23,38,0,0,5,11,0,0,"CB","Starter",259.72,49,4,"Game"
2022-09-04,"9uv4ji1ut2tiisd0",3241.88,2586,292.02,15.5,611.72,628.45,1086.65,821.29,83.83,9.74,0,0,0,1,10,627,625,20,2,3,5,6.78,"10:27:51",0,13,114,25,154,0,0,4,27,10,24,0,0,6,4,0,0,"CB","Starter",93.57,18,4,"Training"
2022-09-05,"9uv4ji1ut2tiisd0",9934.03,6052.99,901.52,17.7,1234.51,1340.13,3137.64,3696.07,294.27,153.71,76.71,0,1,2,19,1297,1311,35,13,12,15,8.94,"18:26:13",0,52,207,65,268,0,0,11,37,15,61,0,0,12,11,0,0,"CB","Starter",524.69,50,5,"Game"
2022-09-08,"9uv4ji1ut2tiisd0",3797.79,2421,337.12,15.38,549.52,574,1299.09,1305.01,58.08,12.03,0,0,0,0,3,541,528,23,4,5,2,8.35,"09:41:29",0,26,113,40,145,0,0,11,18,13,30,0,0,1,5,0,0,"CB","Starter",70.11,13,5,"Training"
2022-09-09,"9uv4ji1ut2tiisd0",12539.55,7173.66,1074.03,16.02,1388.49,1610.96,4110.3,4883.7,417.09,111.11,12.62,0,0,3,33,1561,1629,50,10,9,19,8.98,"18:26:15",0,71,302,85,333,0,0,17,48,25,63,0,0,11,13,0,0,"CB","Starter",540.82,52,5,"Game"
2022-09-12,"9uv4ji1ut2tiisd0",4712.52,2970.83,437.81,15.62,675.39,720.27,1614.11,1500.26,126.16,74.26,0,0,0,3,8,678,712,29,1,5,4,8.84,"09:19:08",0,28,175,24,184,0,0,10,34,12,38,0,0,7,3,0,0,"CB","Starter",200.42,19,6,"Training"
2022-09-13,"9uv4ji1ut2tiisd0",4656.04,4228.83,450.75,15.79,904.41,718.24,1441.83,1330.71,171.34,82.81,2.63,0,0,0,14,878,926,40,4,6,12,6.4,"08:52:55",0,49,195,72,245,0,0,12,32,21,48,0,0,8,5,0,0,"CB","Starter",256.78,31,6,"Training"
2022-09-14,"9uv4ji1ut2tiisd0",4578.35,3615,390.79,18.01,812.91,790.84,1367.64,1401.95,108.73,54.66,41.42,0,0,2,17,798,814,28,3,3,1,6.49,"09:46:01",0,19,133,27,121,0,0,7,19,4,18,0,0,4,1,0,0,"CB","Starter",204.81,9,6,"Training"
2022-09-15,"9uv4ji1ut2tiisd0",3709.88,3112.4,324.44,14.59,737.13,711.06,1252.82,954.49,43.71,8.5,0,0,0,0,10,711,702,18,3,3,1,6.25,"09:06:41",0,16,122,34,136,0,0,9,19,7,29,0,0,5,3,0,0,"CB","Starter",52.21,12,6,"Training"
2022-09-16,"9uv4ji1ut2tiisd0",12661.79,7280.65,1085.83,18.32,1239.82,1516.49,4383.62,4945.4,331.42,130.34,115.88,0,0,3,29,1603,1609,52,6,11,14,8.95,"18:26:47",0,69,327,78,366,0,0,21,44,26,72,0,0,7,17,0,0,"CB","Starter",577.64,49,6,"Game"
2022-09-18,"9uv4ji1ut2tiisd0",2938.58,2529.28,262.43,15.07,590.9,618.41,1008.16,666.35,45.37,7.55,0,0,0,1,4,573,577,16,1,3,0,6.23,"10:01:22",0,19,101,15,83,0,0,5,16,7,19,0,0,2,5,0,0,"CB","Starter",52.92,10,6,"Training"
2022-09-19,"9uv4ji1ut2tiisd0",14184.68,8475,1231.24,17.7,1549.9,1674.43,4364.52,5756.61,434.72,266.55,136.48,0,1,0,38,1798,1858,65,7,12,10,8.72,"18:20:18",0,65,332,80,375,0,0,17,46,23,68,0,0,16,9,0,0,"CB","Starter",837.75,47,7,"Game"
2022-09-21,"9uv4ji1ut2tiisd0",2455.02,2800,206.08,14.18,667.33,680.22,739.73,333.25,32.47,1.76,0,0,0,0,2,633,621,4,4,1,3,4.42,"09:55:13",0,21,73,25,63,0,0,5,10,4,15,0,0,3,3,0,0,"CB","Starter",34.23,10,7,"Training"
2022-09-22,"9uv4ji1ut2tiisd0",4502.06,3550,395.37,15.09,753.14,746.44,1513.3,1387.08,83.42,18.16,0,0,0,2,14,810,826,22,9,6,2,6.68,"08:46:36",0,19,129,34,140,0,0,6,19,11,26,0,0,5,4,0,0,"CB","Starter",101.58,17,7,"Training"
2022-09-23,"9uv4ji1ut2tiisd0",11849.97,6905,1053.58,18.85,1217.44,1464.21,3551.37,5036.34,384.73,120.89,73.4,0,2,2,25,1395,1476,55,10,8,16,9.15,"19:27:22",0,53,295,81,366,0,0,13,62,39,86,0,0,12,19,0,0,"CB","Starter",579.02,55,7,"Game"
2022-09-26,"9uv4ji1ut2tiisd0",3406.41,2751,351.67,17.09,776.37,510.51,1113.15,598.26,112.37,154.04,139.87,0,0,1,10,735,791,6,0,0,10,7.67,"09:01:59",0,41,176,30,178,0,0,8,25,23,43,0,0,4,4,0,0,"CB","Starter",406.28,18,8,"Training"
