"date","user_uid","Total Distance","Total Duration","Total Player Load","Max Vel","Velocity Band 1 Total Distance","Velocity Band 2 Total Distance","Velocity Band 3 Total Distance","Velocity Band 4 Total Distance","Velocity Band 5 Total Distance","Velocity Band 6 Total Distance","Velocity Band 7 Total Distance","Velocity Band 8 Total Distance","Acceleration Band 1 Total Effort Count","Acceleration Band 2 Total Effort Count","Acceleration Band 3 Total Effort Count","Acceleration Band 4 Total Effort Count","Acceleration Band 5 Total Effort Count","Acceleration Band 6 Total Effort Count","Acceleration Band 7 Total Effort Count","Ima Band 3 Accel Count","Ima Band 3 Decel Count","Player Load Per Minute","Start Time H","Total Live Play","IMA Accel Low Count","IMA COD Right Low Count","IMA Decel Low Count","IMA COD Left Low Count","IMA Dive Intensity Left Low Count","IMA Dive Intensity Right Low Count","IMA Accel Med Count","IMA COD Right Med Count","IMA Decel Med Count","IMA COD Left Med Count","IMA Dive Intensity Left Med Count","IMA Dive Intensity Right Med Count","IMA COD Right High Count","IMA COD Left High Count","IMA Dive Intensity Left High Count","IMA Dive Intensity Right High Count","Position","Starter","HSD","IMA","Week","Game"
2022-08-13,"8l06q1c60kw91azx",10116.63,8105.6,1300.37,17.6,1626.67,1230.94,3582.59,3266.22,221.97,138.86,48.07,0,0,3,19,1728,1809,35,6,14,6,9.63,"14:03:27",0,103,310,81,237,0,0,27,36,26,20,0,0,9,5,0,0,"WB","Non-Starter",408.9,34,1,"Game"
2022-08-15,"8l06q1c60kw91azx",4623.05,3407.34,597.43,18.11,681.57,606.36,1656.69,1323.39,171.61,103.58,78.63,0,2,0,12,760,825,22,6,6,2,10.52,"09:04:02",0,38,172,34,127,0,0,13,21,8,19,0,0,5,5,0,0,"WB","Non-Starter",353.82,18,2,"Training"
2022-08-16,"8l06q1c60kw91azx",3447.05,2998.6,503.98,16.41,780.1,450.68,1237.73,799.34,133.54,37.08,8.28,0,0,2,7,726,785,15,3,5,13,10.08,"08:33:47",0,58,172,63,148,0,0,12,36,21,23,0,0,12,8,0,0,"WB","Non-Starter",178.9,38,2,"Training"
2022-08-17,"8l06q1c60kw91azx",1406.49,1936.69,207.44,16.97,616.24,208.13,322.75,154.53,23.2,41.91,38.56,0,0,0,3,527,557,2,2,4,3,6.43,"09:34:56",0,15,65,32,79,0,0,15,16,11,13,0,0,1,2,0,0,"WB","Non-Starter",103.67,10,2,"Training"
2022-08-18,"8l06q1c60kw91azx",4474.71,4090.68,568.46,18.35,996.94,626.54,1494.87,1169.32,101.43,21.58,61.73,0,0,1,12,950,977,22,9,10,4,8.34,"09:38:00",0,44,136,37,120,0,0,25,21,11,15,0,0,3,3,0,0,"WB","Non-Starter",184.74,20,2,"Training"
2022-08-19,"8l06q1c60kw91azx",11621.18,7020.99,1489.3,17.76,1403.76,1316.31,4228.51,4140.88,323.65,126.99,80.6,0,0,0,18,1585,1665,42,8,13,4,12.73,"18:22:22",0,95,373,72,223,0,0,31,52,24,27,0,0,15,10,0,0,"WB","Non-Starter",531.24,42,2,"Game"
2022-08-22,"8l06q1c60kw91azx",4596.47,4163.08,611.63,16.37,1036.52,704.81,1732.82,853.78,139.85,98.8,26.79,0,0,1,9,961,1068,19,4,7,7,8.82,"08:35:33",0,54,194,57,176,0,0,14,27,22,35,0,0,15,11,0,0,"WB","Non-Starter",265.44,40,3,"Training"
2022-08-23,"8l06q1c60kw91azx",1676.16,2415.51,182.04,16.48,433.45,291.17,522.33,298.59,29.5,63.58,37.71,0,0,1,3,399,404,7,1,0,1,4.52,"08:42:28",0,9,35,8,34,0,0,4,1,4,0,0,0,0,0,0,0,"WB","Non-Starter",130.79,1,3,"Training"
2022-08-24,"8l06q1c60kw91azx",4199.12,3900.89,510.68,14.37,797.21,665.48,1595.56,1092.47,43.98,5.37,0,0,0,2,6,837,872,17,4,6,2,7.85,"09:00:56",0,31,113,23,94,0,0,9,13,13,15,0,0,10,3,0,0,"WB","Non-Starter",49.35,21,3,"Training"
2022-08-25,"8l06q1c60kw91azx",14775.48,10205,1826.8,17.64,2203.06,1568.63,5117.37,5154.96,436.96,204.42,88.3,0,0,1,20,2213,2321,52,13,25,4,10.74,"14:49:30",0,125,476,78,304,0,0,32,47,37,31,0,0,10,12,0,0,"WB","Non-Starter",729.68,51,3,"Game"
2022-08-27,"8l06q1c60kw91azx",2461.82,2853.6,293.73,14.45,682.54,540.16,940.99,260.85,33.92,2.92,0,0,0,0,3,670,681,12,0,0,0,6.18,"10:34:12",0,17,81,20,56,0,0,7,3,4,11,0,0,1,0,0,0,"WB","Non-Starter",36.84,1,3,"Training"
2022-08-28,"8l06q1c60kw91azx",3977.94,3479.61,490.77,15.81,725.58,479.84,1557.68,1145.3,42.91,20.89,2.68,0,0,0,5,818,855,20,5,3,5,8.46,"09:58:11",0,38,124,22,90,0,0,10,15,5,12,0,0,6,2,0,0,"WB","Non-Starter",66.48,16,3,"Training"
2022-09-01,"8l06q1c60kw91azx",4896.05,4116,577.31,19.59,792.79,730.51,1905.1,1304.78,90.28,12.99,58.99,0,0,1,6,882,931,23,4,10,1,8.42,"09:00:26",0,40,105,15,83,0,0,15,14,8,10,0,0,4,4,0,0,"WB","Non-Starter",162.26,19,4,"Training"
2022-09-02,"8l06q1c60kw91azx",12300.6,9596,1460.98,19.69,1570.86,1360.42,4939.89,3644.97,398.2,214.96,171.27,0,1,2,28,1769,1862,48,7,20,5,9.13,"18:34:20",0,80,362,73,262,0,0,26,49,36,30,0,0,9,6,0,0,"WB","Non-Starter",784.43,40,4,"Game"
2022-09-04,"8l06q1c60kw91azx",1510.38,1218,209.45,12.13,318.28,258.36,614.02,318.47,0,0,0,0,0,0,2,307,309,15,1,4,0,10.32,"10:27:51",0,20,76,6,47,0,0,9,6,4,4,0,0,0,2,0,0,"WB","Non-Starter",0,6,4,"Training"
2022-09-05,"8l06q1c60kw91azx",10711.92,6600,1312.98,20.1,1217.13,1207.73,3907.38,3747.48,339.75,180.61,110.75,0,0,1,24,1367,1453,47,11,12,6,11.94,"18:26:13",0,79,297,53,197,0,0,17,45,29,19,0,0,9,3,0,0,"WB","Non-Starter",631.11,30,5,"Game"
2022-09-07,"8l06q1c60kw91azx",2779.22,2689.5,346.39,18.89,475.78,400.95,846.76,707.3,129.94,97.33,119.43,0,0,2,11,561,560,12,8,3,0,7.73,"09:27:24",0,17,78,18,72,0,0,6,14,5,9,0,0,9,1,0,0,"WB","Non-Starter",346.7,13,5,"Training"
2022-09-08,"8l06q1c60kw91azx",3735.99,2421,463.74,14.07,503.81,525.48,1437.59,1208.6,60.12,0,0,0,0,0,1,545,536,22,6,2,3,11.49,"09:41:29",0,34,131,14,88,0,0,12,14,12,9,0,0,1,2,0,0,"WB","Non-Starter",60.12,8,5,"Training"
2022-09-09,"8l06q1c60kw91azx",12156.19,7173.66,1446.49,18.02,1298.27,1254.83,4447.6,4555.47,345.12,185.11,74.8,0,0,1,25,1568,1604,44,14,18,9,12.1,"18:26:15",0,74,350,63,221,0,0,21,44,32,37,0,0,18,9,0,0,"WB","Non-Starter",605.03,54,5,"Game"
2022-09-12,"8l06q1c60kw91azx",5041.8,2970.83,645.7,15.46,575.14,514.48,1988.01,1758.39,186.49,16.61,0,0,0,0,14,665,709,24,3,14,2,13.04,"09:19:08",0,44,175,30,127,0,0,23,25,8,20,0,0,4,2,0,0,"WB","Non-Starter",203.1,22,6,"Training"
2022-09-14,"8l06q1c60kw91azx",4422.82,3615,566.15,17.84,772.8,587.95,1516.95,1339.08,109.13,58.2,38.04,0,0,2,20,766,840,23,5,2,3,9.4,"09:46:01",0,37,158,30,131,0,0,6,17,11,9,0,0,4,4,0,0,"WB","Non-Starter",205.37,13,6,"Training"
2022-09-15,"8l06q1c60kw91azx",3622.94,3112.4,446.26,17.69,613.37,524.96,1411.99,1016.54,40.56,3.93,10.54,0,1,0,6,682,700,14,5,4,5,8.6,"09:06:41",0,23,107,12,89,0,0,11,8,4,7,0,0,5,3,0,0,"WB","Non-Starter",55.03,17,6,"Training"
2022-09-16,"8l06q1c60kw91azx",14285.74,13067.65,1754.32,17.62,2002.27,1685.55,5194.24,4868.84,310.38,165.23,58.94,0,0,1,31,2183,2210,66,16,25,8,8.05,"13:18:32",0,113,385,96,311,0,0,38,50,35,37,0,0,14,3,0,0,"WB","Non-Starter",534.55,50,6,"Game"
2022-09-18,"8l06q1c60kw91azx",2980.27,2529.28,396.47,13.39,568.57,434.4,1159.11,799.3,18.95,0,0,0,0,0,4,565,594,12,2,3,0,9.41,"10:01:22",0,18,113,23,92,0,0,11,12,3,5,0,0,1,0,0,0,"WB","Non-Starter",18.95,4,6,"Training"
2022-09-19,"8l06q1c60kw91azx",1656.25,1523,268.42,15.87,491.08,287.93,587.49,219.92,28.72,35.96,4.7,0,0,0,2,405,423,6,1,7,6,10.57,"18:20:18",0,46,76,30,63,0,0,9,13,19,7,0,0,3,1,0,0,"WB","Non-Starter",69.38,17,7,"Game"
2022-09-21,"8l06q1c60kw91azx",2367.77,2800,278.96,15.32,572.76,540.36,883.58,332.39,28.66,9.52,0,0,0,1,3,602,619,10,4,2,7,5.98,"09:55:13",0,32,72,33,70,0,0,6,13,5,10,0,0,5,3,0,0,"WB","Non-Starter",38.18,17,7,"Training"
2022-09-22,"8l06q1c60kw91azx",4498.53,3550,563.42,15.37,700.95,501.12,1712.86,1463.52,85.14,34.43,0,0,1,0,9,777,804,22,9,3,5,9.52,"08:46:36",0,33,135,26,111,0,0,7,19,13,22,0,0,5,6,0,0,"WB","Non-Starter",119.57,19,7,"Training"
2022-09-23,"8l06q1c60kw91azx",12158.61,6905,1494.73,17.4,1262.74,1211.71,4216.96,4853.51,382.47,162.21,68.22,0,0,3,24,1481,1514,42,8,10,10,12.99,"19:27:22",0,91,396,79,248,0,0,22,43,23,40,0,0,12,9,0,0,"WB","Non-Starter",612.9,41,7,"Game"
2022-09-26,"8l06q1c60kw91azx",4594.6,2585,592.31,14.4,486.89,465.94,1775.2,1807.35,51.73,6.67,0,0,0,0,20,592,638,25,3,4,3,13.75,"09:01:59",0,34,175,48,164,0,0,12,20,11,21,0,0,3,3,0,0,"WB","Non-Starter",58.4,13,8,"Training"
2022-09-27,"8l06q1c60kw91azx",5230.92,4413,686.65,15.97,932.76,739.53,1975.03,1435.74,108.74,31.95,6.21,0,0,3,14,980,1063,23,7,5,4,9.34,"08:33:51",0,53,246,88,199,0,0,10,39,23,34,0,0,8,10,0,0,"WB","Non-Starter",146.9,27,8,"Training"
2022-09-28,"8l06q1c60kw91azx",5343.34,4921.71,618.88,17.68,943.11,972.01,1700.28,1480.81,148.91,65.87,31.06,0,0,2,17,1031,1007,27,7,11,2,7.54,"08:56:12",0,32,196,35,136,0,0,17,26,18,15,0,0,9,5,0,0,"WB","Non-Starter",245.84,27,8,"Training"
2022-09-29,"8l06q1c60kw91azx",4388.93,3527.6,502.26,14.59,621.65,568.32,1683.07,1469.21,42.7,4.91,0,0,0,0,10,776,779,17,4,8,1,8.54,"08:52:26",0,38,126,31,84,0,0,9,19,13,14,0,0,2,2,0,0,"WB","Non-Starter",47.61,13,8,"Training"
2022-09-30,"8l06q1c60kw91azx",15564.67,12651.38,2026.14,19.94,2015.15,1620.8,5522.37,5815.28,337.22,178.37,71.21,0,0,3,28,2281,2361,69,4,24,7,9.61,"13:30:31",0,115,425,108,313,0,0,46,61,45,35,0,0,14,9,0,0,"WB","Non-Starter",586.8,54,8,"Game"
2022-10-03,"8l06q1c60kw91azx",3286.88,1783.17,424.22,15.95,288,322.05,1243.32,1364.7,44.44,14.11,7.92,0,0,0,6,421,442,17,1,5,2,14.27,"09:36:15",0,22,161,34,122,0,0,15,16,4,15,0,0,8,1,0,0,"WB","Non-Starter",66.47,16,9,"Training"
2022-10-04,"8l06q1c60kw91azx",4639.21,4916.05,585.29,16.34,1125.2,823.85,1655.67,915.85,66.52,42.83,5.88,0,0,0,13,1055,1137,23,3,14,15,7.14,"09:06:51",0,46,199,62,157,0,0,12,48,15,36,0,0,14,8,0,0,"WB","Non-Starter",115.23,51,9,"Training"
2022-10-05,"8l06q1c60kw91azx",4470.47,4284.31,570.71,15.47,868.09,694.27,1815.35,997.53,73.27,21.05,0,0,0,2,4,859,914,15,2,9,7,7.99,"09:00:50",0,52,193,41,130,0,0,11,27,16,20,0,0,9,5,0,0,"WB","Non-Starter",94.32,30,9,"Training"
2022-10-06,"8l06q1c60kw91azx",3720.44,4298.93,447.25,15.82,944.19,511.48,1405.87,789.73,50.82,11.79,4.07,0,0,0,5,911,952,15,0,3,3,6.24,"08:56:03",0,21,131,35,94,0,0,7,17,8,8,0,0,4,3,0,0,"WB","Non-Starter",66.68,13,9,"Training"
2022-10-07,"8l06q1c60kw91azx",13758.14,8392.38,1716.61,17.36,1618.08,1348.69,4999.51,5130.97,374.75,203.65,80.06,0,0,3,17,1876,1917,68,8,17,6,12.27,"15:02:01",0,100,393,96,263,0,0,39,40,38,22,0,0,14,6,0,0,"WB","Non-Starter",658.46,43,9,"Game"
2022-10-09,"8l06q1c60kw91azx",3300.06,3250.34,394.67,14.42,646.2,531.1,1251.38,822.11,28.13,19.07,0,0,0,1,8,675,719,8,0,5,2,7.29,"09:58:43",0,34,144,27,98,0,0,10,22,10,13,0,0,4,5,0,0,"WB","Non-Starter",47.2,16,9,"Training"
2022-10-10,"8l06q1c60kw91azx",13294.76,7868.8,1658.97,18.91,1532.77,1377.29,4753.19,5060.42,364.36,122.17,82.9,0,0,0,21,1752,1836,62,4,27,11,12.65,"15:19:30",0,117,442,82,225,0,0,34,49,17,27,0,0,15,5,0,0,"WB","Non-Starter",569.43,58,10,"Game"
2022-10-12,"8l06q1c60kw91azx",2659.92,2418.74,264.3,15.05,445.95,428.25,961.49,762.59,40.65,20.2,0,0,0,1,2,513,547,6,2,3,0,6.56,"09:14:40",0,23,56,10,39,0,0,5,3,3,6,0,0,1,0,0,0,"WB","Non-Starter",60.85,4,10,"Training"
2022-10-13,"8l06q1c60kw91azx",5172.7,3792.13,586.68,15.07,607.57,580.89,2078.78,1822.46,71.38,11.33,0,0,0,0,11,775,821,22,5,2,1,9.28,"09:40:37",0,34,138,20,107,0,0,11,11,13,8,0,0,1,0,0,0,"WB","Non-Starter",82.71,4,10,"Training"
2022-10-14,"8l06q1c60kw91azx",12426.73,7115.63,1460,19,1227.98,1322.49,4251.8,5073.2,284.94,176.44,83.25,0,0,2,21,1537,1606,53,5,16,6,12.31,"16:23:37",0,77,365,77,241,0,0,30,28,28,22,0,0,11,8,0,0,"WB","Non-Starter",544.63,41,10,"Game"
2022-10-16,"8l06q1c60kw91azx",3680.51,3862.6,409.85,14.2,770.18,614.11,1527.67,719.03,45.52,1.73,0,0,0,0,4,841,863,14,3,6,4,6.37,"10:06:47",0,47,115,28,74,0,0,8,12,9,17,0,0,4,1,0,0,"WB","Non-Starter",47.25,15,10,"Training"
2022-10-17,"8l06q1c60kw91azx",13247.74,7396.63,1654.21,19.31,1309.84,1308.05,4880.14,5179.78,303.2,141.06,125.75,0,0,1,20,1637,1700,50,6,15,8,13.42,"18:25:34",0,131,420,94,252,0,0,37,39,28,30,0,0,12,2,0,0,"WB","Non-Starter",570.01,37,11,"Game"
2022-10-19,"8l06q1c60kw91azx",5863.53,14179,731.93,14.91,1303.21,851.73,2268.78,1385,41.08,12.94,0,0,0,1,11,1240,1294,21,7,4,7,3.1,"07:30:53",0,49,180,39,139,0,0,16,26,20,27,0,0,13,6,0,0,"WB","Non-Starter",54.02,30,11,"Training"
2022-10-20,"8l06q1c60kw91azx",4803.91,4623,641.17,13.9,1039.29,610.54,1925.36,1178.97,49.74,0,0,0,1,1,7,1161,1189,18,2,13,5,8.32,"09:27:45",0,35,200,33,144,0,0,23,38,14,17,0,0,4,1,0,0,"WB","Non-Starter",49.74,23,11,"Training"
2022-10-21,"8l06q1c60kw91azx",12910.37,7478.54,1662.19,17.29,1456.04,1222.47,4054.88,5408.88,442.01,238.57,85.45,0,0,2,22,1683,1729,52,11,22,10,13.34,"19:21:29",0,96,409,72,263,0,0,41,59,33,43,0,0,12,5,0,0,"WB","Non-Starter",766.03,49,11,"Game"
2022-10-24,"8l06q1c60kw91azx",3013.35,3142.55,387.59,17.52,539.98,333.56,1220.05,821.76,58.5,24.12,12.29,0,0,0,2,592,634,23,1,5,8,7.4,"09:01:35",0,29,139,31,115,0,0,13,25,19,29,0,0,6,8,0,0,"WB","Non-Starter",94.91,27,12,"Training"
2022-10-25,"8l06q1c60kw91azx",4476.1,3479,593.3,14.99,640.12,528.03,1909.62,1306.38,75.42,16.39,0,0,0,0,5,692,729,28,2,4,7,10.23,"09:50:11",0,43,214,56,148,0,0,11,31,15,39,0,0,10,6,0,0,"WB","Non-Starter",91.81,27,12,"Training"
2022-10-26,"8l06q1c60kw91azx",3942.15,3476.75,443.38,16.14,658.25,537.02,1503.64,1169.07,47.37,11.54,14.01,0,0,0,3,736,778,28,0,4,6,7.65,"09:00:25",0,17,109,24,85,0,0,14,10,5,12,0,0,12,3,0,0,"WB","Non-Starter",72.92,25,12,"Training"
2022-10-27,"8l06q1c60kw91azx",4357.37,3285,521.62,14.9,613.38,572.23,1576.85,1463.68,82.73,47.37,0,0,0,3,17,713,739,25,7,11,1,9.53,"09:01:39",0,40,167,53,139,0,0,11,23,18,25,0,0,3,6,0,0,"WB","Non-Starter",130.1,21,12,"Training"
2022-10-28,"8l06q1c60kw91azx",13530.29,8164.56,1632.81,17.79,1484.7,1303.92,4544.71,5447.88,506.47,195.45,45.82,0,0,4,19,1761,1836,59,4,17,12,12,"14:07:57",0,85,378,94,285,0,0,39,48,29,35,0,0,8,10,0,0,"WB","Non-Starter",747.74,47,12,"Game"
2022-10-30,"8l06q1c60kw91azx",1729.66,1601,281.02,10.51,420.56,239.03,750.39,319.55,0,0,0,0,0,0,1,427,440,4,0,6,0,10.53,"10:22:47",0,32,101,23,81,0,0,12,12,5,3,0,0,2,0,0,0,"WB","Non-Starter",0,8,12,"Training"
2022-10-31,"8l06q1c60kw91azx",3935.28,3456.84,419.94,14.32,663.87,570.29,1507.89,1122.36,63.59,4.9,0,0,0,1,7,741,785,17,4,4,3,7.29,"09:06:02",0,29,130,21,79,0,0,9,9,8,7,0,0,5,3,0,0,"WB","Non-Starter",68.49,15,13,"Training"
2022-11-01,"8l06q1c60kw91azx",4585.04,3467.89,577.7,16.51,662.68,594.93,1760.52,1357.09,92.33,91.25,25.33,0,0,2,12,774,783,20,6,5,3,10,"09:33:41",0,26,170,49,140,0,0,13,24,17,13,0,0,1,0,0,0,"WB","Non-Starter",208.91,9,13,"Training"
2022-11-02,"8l06q1c60kw91azx",16457.66,10025,2063.95,19.34,1898.85,1685.19,5438.13,6600.07,502.19,178.85,153.48,0,0,3,28,2209,2253,66,11,27,13,12.35,"15:09:29",0,99,467,85,297,0,0,47,49,42,33,0,0,10,4,0,0,"WB","Non-Starter",834.52,54,13,"Training"
2022-11-04,"8l06q1c60kw91azx",2762.17,3203.3,344.4,12.75,786.1,457.95,974.59,526.36,11.89,0,0,0,0,0,4,757,786,6,3,6,1,6.45,"10:09:55",0,31,97,17,66,0,0,14,12,5,11,0,0,3,1,0,0,"WB","Non-Starter",11.89,11,13,"Training"
2022-11-05,"8l06q1c60kw91azx",2288.21,2693.98,267.4,14.94,626.61,500.57,746.11,322.36,63.1,28.14,0,0,0,2,3,578,602,5,1,2,0,5.96,"08:58:24",0,16,45,11,41,0,0,8,8,4,7,0,0,0,2,0,0,"WB","Non-Starter",91.24,4,13,"Training"
2022-08-09,"08uvjr4j9puubn04",6610.41,5736.88,910.64,17.28,1248.91,972.27,2087.24,1881.88,233.74,168.91,15.13,0,0,4,18,1303,1380,23,4,3,5,9.52,"08:27:42",0,57,148,60,186,0,0,14,20,19,35,0,0,6,6,0,0,"WB","Non-Starter",417.78,20,1,"Training"
2022-08-10,"08uvjr4j9puubn04",4408.56,4298.74,582.79,17.36,814.52,661.11,1418.13,1228.81,123.57,126.71,33.45,0,0,1,14,802,847,26,4,8,2,8.13,"08:32:19",0,36,101,20,101,0,0,15,11,9,10,0,0,1,1,0,0,"WB","Non-Starter",283.73,12,1,"Training"
2022-08-12,"08uvjr4j9puubn04",453.99,1706.16,NA,11.4,178.78,69.26,179.33,23.43,0,0,0,0,0,0,2,167,162,0,0,0,0,2.43,"08:34:45",0,5,12,9,8,0,0,0,0,1,1,0,0,0,0,0,0,"WB","Non-Starter",0,0,1,"Training"
2022-08-13,"08uvjr4j9puubn04",10239.57,8449,1384.85,19.81,1774.06,1396.72,3266.98,3197.58,321.01,122.05,159.31,0,0,3,22,1881,1931,43,4,17,6,9.83,"14:03:27",0,70,213,44,200,0,0,31,18,18,37,0,0,5,5,0,0,"WB","Non-Starter",602.37,33,1,"Game"
2022-08-15,"08uvjr4j9puubn04",5427.86,3407.34,769.33,18.08,610.01,561.64,1697.91,2148.07,214.57,109.51,86.76,0,1,5,21,768,798,35,4,10,1,13.55,"09:04:02",0,30,103,28,117,0,0,5,13,4,13,0,0,0,1,0,0,"WB","Non-Starter",410.84,12,2,"Training"
2022-08-16,"08uvjr4j9puubn04",3576.52,2998.6,588.86,15.33,698.59,465.51,1119.17,1117.46,102.9,70.66,0,0,0,0,12,694,752,32,3,8,4,11.78,"08:33:47",0,33,158,56,138,0,0,15,26,24,32,0,0,0,9,0,0,"WB","Non-Starter",173.56,21,2,"Training"
2022-08-17,"08uvjr4j9puubn04",4612.28,4764.07,726.97,16.81,1192.99,646.32,1343.46,1032.02,131.76,139.37,124.68,0,0,1,20,1148,1237,25,8,9,3,9.16,"09:34:56",0,40,174,43,187,0,0,14,17,18,19,0,0,2,4,0,0,"WB","Non-Starter",395.81,18,2,"Training"
2022-08-18,"08uvjr4j9puubn04",4531.79,4090.68,604.78,18.47,814.56,496.26,1353.04,1568.35,161.3,49.76,85.73,0,0,2,13,888,903,16,3,5,0,8.87,"09:38:00",0,26,76,26,101,0,0,3,9,7,8,0,0,0,3,0,0,"WB","Non-Starter",296.79,8,2,"Training"
2022-08-19,"08uvjr4j9puubn04",3032.49,3105.5,489.56,17.72,951.54,324.85,728.89,808.48,82.37,75.44,60.81,0,1,4,10,828,878,11,4,6,1,9.46,"18:21:53",0,32,75,37,116,0,0,12,7,11,10,0,0,2,4,0,0,"WB","Non-Starter",218.62,13,2,"Game"
2022-08-22,"08uvjr4j9puubn04",4767.72,4163.08,720.04,16.16,867.86,654.73,1653.06,1242.35,227.88,104.48,16.2,0,0,2,13,952,1018,23,7,4,3,10.38,"08:35:33",0,32,141,48,165,0,0,17,26,13,23,0,0,6,5,0,0,"WB","Non-Starter",348.56,18,3,"Training"
2022-08-23,"08uvjr4j9puubn04",5663.84,4229.53,667.85,18.53,829.3,979.38,1750.64,1687.51,128.8,156.94,129.46,0,0,3,13,918,936,32,5,3,2,9.47,"08:42:28",0,28,81,26,93,0,0,7,8,6,6,0,0,0,1,0,0,"WB","Non-Starter",415.2,6,3,"Training"
2022-08-24,"08uvjr4j9puubn04",4498.01,3900.89,603.11,18.51,784.65,609.53,1555.37,1296.52,126.95,62.86,61.02,0,0,2,11,869,900,13,5,6,3,9.28,"09:00:56",0,34,90,19,114,0,0,9,12,6,11,0,0,5,1,0,0,"WB","Non-Starter",250.83,15,3,"Training"
2022-08-25,"08uvjr4j9puubn04",1415.98,2321,191.51,12.67,529.35,321.39,383.4,174.56,5.03,0,0,0,0,0,0,497,507,4,0,1,0,4.95,"14:49:30",0,14,34,3,27,0,0,3,3,0,1,0,0,0,1,0,0,"WB","Non-Starter",5.03,2,3,"Game"
2022-08-26,"08uvjr4j9puubn04",4409.38,3079.16,669.54,15.95,715.77,508.41,1556.78,1155.1,201.27,229.11,37.69,0,0,0,10,761,800,17,4,6,2,13.05,"09:01:52",0,54,142,57,181,0,0,16,17,20,27,0,0,4,5,0,0,"WB","Non-Starter",468.07,17,3,"Training"
2022-08-27,"08uvjr4j9puubn04",4858.14,3746.32,692.31,16.45,766.99,612.75,1706.1,1498.14,165.9,98.51,8.4,0,0,0,11,844,860,23,2,4,1,11.09,"10:34:12",0,36,118,26,130,0,0,13,14,10,11,0,0,2,1,0,0,"WB","Non-Starter",272.81,8,3,"Training"
2022-08-28,"08uvjr4j9puubn04",4104.68,3479.61,556.32,15.29,688.1,593.69,1242.15,1428.24,129.48,20.25,0,0,0,0,11,765,803,28,6,1,3,9.59,"09:58:11",0,22,70,20,104,0,0,9,4,13,4,0,0,4,2,0,0,"WB","Non-Starter",149.73,10,3,"Training"
2022-08-31,"08uvjr4j9puubn04",2696.83,2949,326.49,17.25,546.46,519.76,653.89,531.23,154.01,138.86,151.65,0,0,1,7,557,585,6,0,1,0,6.64,"09:55:51",0,7,36,5,21,0,0,2,2,3,3,0,0,0,0,0,0,"WB","Non-Starter",444.52,1,4,"Training"
2022-09-01,"08uvjr4j9puubn04",4575.21,4116,529.07,19.38,838.95,810.55,1386.22,1257.91,162.32,56.99,62.09,0,1,2,11,880,924,21,4,2,3,7.71,"09:00:26",0,15,59,20,83,0,0,6,6,4,7,0,0,4,3,0,0,"WB","Non-Starter",281.4,12,4,"Training"
2022-09-02,"08uvjr4j9puubn04",2702.7,5743,400.98,14.82,984.66,561.92,802.88,311.31,34.79,6.85,0,0,0,0,10,992,1017,4,6,0,2,4.19,"18:34:20",0,25,71,30,77,0,0,13,6,14,9,0,0,2,0,0,0,"WB","Non-Starter",41.64,4,4,"Game"
2022-09-05,"08uvjr4j9puubn04",5228.04,4584.39,679.2,17.16,1048.91,898.69,1591.83,1425.74,144.27,72.89,44.52,0,0,1,15,1123,1163,13,2,5,5,8.89,"18:26:03",0,49,114,31,132,0,0,9,12,5,7,0,0,2,1,0,0,"WB","Non-Starter",261.68,13,5,"Game"
2022-09-07,"08uvjr4j9puubn04",4227.82,3341.68,525.5,17.91,585.67,632.87,1377.9,1321.11,175.02,87.86,44.07,0,0,1,17,745,752,21,7,4,1,9.44,"09:27:24",0,23,91,17,108,0,0,7,9,11,16,0,0,4,5,0,0,"WB","Non-Starter",306.95,14,5,"Training"
2022-09-08,"08uvjr4j9puubn04",2240.85,1954,291.56,14.75,388.4,399.14,804.48,607.78,34.79,5.31,0,0,0,0,2,375,386,11,1,2,2,8.95,"09:41:29",0,19,46,11,42,0,0,2,5,6,4,0,0,0,0,0,0,"WB","Non-Starter",40.1,4,5,"Training"
2022-09-09,"08uvjr4j9puubn04",3737.5,4157.38,538.93,15.91,1150.84,651.68,1041.35,730.33,101.01,53.08,7.92,0,1,1,9,981,1049,8,1,8,3,7.78,"18:26:34",0,37,106,30,124,0,0,12,13,14,8,0,0,4,2,0,0,"WB","Non-Starter",162.01,17,5,"Game"
2022-09-12,"08uvjr4j9puubn04",4495.85,2970.83,614.42,17,597.12,632.4,1837.46,1232.91,145.5,37.26,11.07,0,1,0,12,691,693,16,3,2,1,12.41,"09:19:08",0,33,109,24,131,0,0,7,14,7,15,0,0,4,3,0,0,"WB","Non-Starter",193.83,10,6,"Training"
2022-09-13,"08uvjr4j9puubn04",4623.64,4228.83,654.4,15.71,810.94,585.21,1422.56,1566.22,176.69,56.64,2.67,0,0,0,23,903,947,36,5,9,10,9.28,"08:52:55",0,47,179,76,180,0,0,13,24,21,39,0,0,6,7,0,0,"WB","Non-Starter",236,32,6,"Training"
2022-09-14,"08uvjr4j9puubn04",4317.18,3615,528.53,17.93,682.03,737.19,1433.54,1234.75,125.53,55.47,48.27,0,0,1,17,765,797,20,4,2,8,8.77,"09:46:01",0,21,72,18,105,0,0,11,10,6,9,0,0,3,4,0,0,"WB","Non-Starter",229.27,17,6,"Training"
